2123,5.9005677,0,0.17415125,5.7264165,6.1694547,6.1131075,6.0181641,5.1708858,0.39270681,0.45457143,0.094943443,0.05634724,0.021160494,0.003889068,0.000150574,0.003801224,0.004801061,0.001523197,0.003675979,0.021583763,0.003605875,6.23E-05,0.005906433,0.024783444,0.004036487,0.042333263,0.004205427,0.003199581,0.001513495,4.99E-05,1.12E-13,0.000127925,7.88E-05,4.58E-05,2.94E-06,0,0.00017359,2.43E-07,-4.36E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24377679,0.067106065,-0.19995632,0.049725847
2124,5.868696,0,0.13018687,5.7385091,6.1818129,6.1263015,6.0312048,5.1833312,0.39213647,0.45573714,0.095096777,0.055511406,0.021235987,0.003901561,0.000150964,0.003786512,0.004798126,0.0015215,0.003676671,0.021561608,0.003613242,6.07E-05,0.005901856,0.024888052,0.003919242,0.041726138,0.004134557,0.003184211,0.001512209,4.72E-05,9.11E-14,0.000117264,0.000074773,4.32E-05,0.00000275,0,0.000169836,2.29E-07,-4.73E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24362112,0.067008017,-0.19996817,0.049725847
2125,5.8364124,0,0.086078125,5.7503343,6.1938658,6.1391755,6.0439299,5.1954459,0.39163158,0.45685242,0.095245567,0.054690294,0.021308735,0.0039136,0.00015134,0.003771856,0.004795727,0.001519918,0.003677332,0.021540967,0.003620294,5.91E-05,0.005897829,0.024988856,0.003805346,0.041127633,0.004064873,0.003168913,0.001510924,4.46E-05,7.40E-14,0.000107486,7.09E-05,4.08E-05,2.57E-06,0,0.000166158,2.15E-07,-4.84E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24348326,0.066921221,-0.19997113,0.049725847
2126,5.8210897,0,0.059268125,5.7618216,6.2055506,6.1516669,6.0562771,5.2071715,0.39118779,0.45791782,0.09538971,0.0538837,0.021378738,0.003925185,0.000151702,0.003757257,0.004793806,0.001518448,0.003677969,0.02152181,0.003627041,5.76E-05,0.00589432,0.025085857,0.003694725,0.040537732,0.003996366,0.003153689,0.001509641,0.000042207,6.01E-14,9.85E-05,6.73E-05,3.85E-05,2.41E-06,0,0.000162556,2.03E-07,-4.85E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24336204,0.06684493,-0.19997113,0.049725847
2127,5.8160346,0,0.043176875,5.7728578,6.2167633,6.1636723,6.0681438,5.2184188,0.39079115,0.45893386,0.095528552,0.053090975,0.021445997,0.003936315,0.000152051,0.003742713,0.004792172,0.001517073,0.003678569,0.021503862,0.003633481,5.61E-05,0.005891178,0.025179056,0.003587242,0.039956094,0.00392899,0.003138533,0.001508358,3.99E-05,4.88E-14,9.03E-05,6.39E-05,3.64E-05,2.25E-06,0,0.000159031,1.91E-07,-4.95E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24325366,0.066776745,-0.19997113,0.049725847
2128,5.8156464,0,0.032265625,5.7833808,6.2274464,6.1751348,6.0794731,5.2291405,0.39043161,0.45990103,0.095661648,0.052311609,0.02151051,0.003946992,0.000152385,0.003728223,0.004790702,0.001515779,0.003679124,0.021486923,0.003639616,5.46E-05,0.005888301,0.025268454,0.003482781,0.039382458,0.003862711,0.00312344,0.001507075,3.78E-05,3.96E-14,0.000082768,6.06E-05,3.44E-05,0.000002107,0,0.000155581,1.80E-07,-5.13E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24315539,0.066714939,-0.19997113,0.049725847
2129,5.8190218,0,0.025655,5.7933668,6.2375785,6.1860333,6.0902445,5.2393212,0.39010343,0.46081986,0.095788779,0.051545265,0.021572279,0.003957214,0.000152705,0.003713786,0.004789343,0.001514561,0.003679631,0.021470883,0.00364545,5.32E-05,0.005885638,0.025354052,0.003381252,0.038816672,0.003797506,0.00310841,0.001505793,0.000035719,3.22E-14,7.59E-05,5.75E-05,3.24E-05,1.97E-06,0,0.000152205,1.70E-07,-5.35E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24306567,0.066658524,-0.19997113,0.049725847
2130,5.8753372,0,0.07252875,5.8028084,6.2471545,6.1963629,6.1004531,5.2489605,0.3898018,0.46169084,0.095909768,0.050791621,0.021631303,0.003966983,0.000153011,0.003699401,0.004788057,0.001513409,0.003680092,0.021455651,0.003650987,0.000051876,0.005883146,0.025435852,0.003282569,0.038258598,0.003733353,0.003093441,0.001504511,3.38E-05,2.61E-14,6.95E-05,0.000054576,3.06E-05,1.85E-06,0,0.000148895,1.60E-07,-0.000000559,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24298318,0.066606674,-0.19997113,0.049725847
2131,5.9578137,0,0.14625187,5.8115618,6.2560432,6.2059939,6.1099708,5.2579583,0.38949805,0.46251445,0.096023085,0.05004934,0.021687582,0.003976297,0.000153303,0.003685063,0.004786456,0.001512282,0.003680453,0.021440539,0.003656204,5.06E-05,0.005880496,0.025513855,0.003186514,0.037707364,0.003670149,0.003078512,0.001503227,3.19E-05,2.12E-14,6.37E-05,5.18E-05,0.000028924,0.000001731,0,0.000145644,0.000000151,-6.22E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.2429001,0.06655446,-0.19997113,0.049725847
2132,6.000783,0,0.18119062,5.8195923,6.2642176,6.2149,6.1187722,5.2663058,0.38917519,0.46329119,0.09612784,0.04931753,0.021741115,0.003985158,0.000153581,0.003670768,0.004784346,0.001511152,0.003680683,0.021425116,0.003661086,4.93E-05,0.005877501,0.025588063,0.00309293,0.037162386,0.003607822,0.003063609,0.00150194,3.02E-05,1.72E-14,5.84E-05,4.91E-05,2.73E-05,1.62E-06,0,0.000142455,1.42E-07,-7.17E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24281176,0.066498961,-0.19997113,0.049725847
2133,6.0176674,0,0.19056187,5.8271055,6.2718746,6.2232779,6.1270528,5.274179,0.38885218,0.46402153,0.096225153,0.048596747,0.021791904,0.003993564,0.000153845,0.003656519,0.004782072,0.001510044,0.003680821,0.021409815,0.00366566,4.80E-05,0.005874406,0.025658475,0.003001857,0.036624114,0.00354642,0.003048745,0.001500652,2.86E-05,1.40E-14,5.35E-05,0.000046636,2.58E-05,1.52E-06,0,0.00013933,1.34E-07,-7.93E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24272336,0.066443436,-0.19997113,0.049725847
2134,6.0083995,0,0.17415125,5.8342483,6.2791549,6.2312675,6.1349516,5.2817018,0.38854383,0.46470593,0.096315899,0.047887385,0.021839949,0.004001517,0.000154094,0.00364232,0.004779882,0.001508979,0.003680901,0.021394991,0.003669949,4.68E-05,0.005871402,0.025725094,0.002913308,0.036092913,0.003485981,0.003033933,0.001499363,2.70E-05,1.13E-14,4.90E-05,4.43E-05,2.43E-05,1.43E-06,0,0.00013627,1.26E-07,-8.43E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24263895,0.066390432,-0.19997113,0.049725847
2135,5.9712836,0,0.13018687,5.8410967,6.286129,6.2389393,6.1425385,5.2889319,0.38826174,0.46534486,0.09640077,0.047189723,0.021885249,0.004009016,0.00015433,0.003628173,0.004777954,0.001507975,0.003680953,0.021380938,0.003673973,4.56E-05,0.005868639,0.02578792,0.002827284,0.03556908,0.003426533,0.003019184,0.001498074,2.55E-05,9.20E-15,4.49E-05,4.20E-05,2.30E-05,1.34E-06,0,0.000133277,1.19E-07,-8.70E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24256172,0.066341942,-0.19997113,0.049725847
2136,5.9337691,0,0.086078125,5.847691,6.2928319,6.2463277,6.1498473,5.2958903,0.38801822,0.46593878,0.096480496,0.046504105,0.021927804,0.004016062,0.000154552,0.003614082,0.004776462,0.001507052,0.003681009,0.021367977,0.003677757,4.45E-05,0.00586627,0.025846955,0.002743791,0.035052949,0.003368111,0.003004509,0.001496786,2.41E-05,7.46E-15,4.12E-05,3.99E-05,2.17E-05,1.26E-06,0,0.000130344,1.12E-07,-8.70E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24249503,0.066300083,-0.19997113,0.049725847
2137,5.9132373,0,0.059268125,5.8539692,6.299202,6.2533716,6.1568166,5.3025165,0.38781193,0.46648812,0.096555038,0.045830386,0.021967615,0.004022653,0.00015476,0.003600046,0.004775368,0.00150621,0.003681076,0.021356105,0.003681309,4.34E-05,0.005864282,0.0259022,0.002662775,0.034544494,0.003310705,0.002989911,0.0014955,2.28E-05,6.06E-15,3.77E-05,3.78E-05,2.05E-05,1.18E-06,0,0.000127471,1.06E-07,-8.60E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24243852,0.066264623,-0.19997113,0.049725847
2138,5.902987,0,0.043176875,5.8598101,6.3051233,6.2599553,6.1633315,5.3087066,0.38763157,0.46699334,0.0966238,0.045168035,0.022004682,0.004028791,0.000154954,0.003586065,0.004774494,0.001505432,0.003681139,0.021345073,0.003684625,4.23E-05,0.005862542,0.025953657,0.002584127,0.034043397,0.003254277,0.002975383,0.001494215,2.16E-05,4.92E-15,0.000034544,3.59E-05,1.93E-05,1.11E-06,0,0.000124662,9.96E-08,-8.59E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24238912,0.066233622,-0.19997113,0.049725847
2139,5.8974061,0,0.032265625,5.8651404,6.3105259,6.2660093,6.1693229,5.3143986,0.38746948,0.46745485,0.096686385,0.044516643,0.022039005,0.004034475,0.000155134,0.003572138,0.004773729,0.001504708,0.003681188,0.021334707,0.003687704,4.13E-05,0.005860962,0.026001325,0.002507756,0.033549425,0.003198795,0.002960922,0.001492931,0.000020382,3.99E-15,3.16E-05,3.41E-05,1.82E-05,0.000001038,0,0.000121915,9.38E-08,-0.000000866,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.2423447,0.06620576,-0.19997113,0.049725847
2140,5.8955922,0,0.025655,5.8699372,6.3153885,6.2715125,6.1747699,5.3195747,0.38732203,0.4678731,0.096742623,0.043875963,0.022070584,0.004039706,0.0001553,0.003558262,0.004773031,0.001504031,0.003681222,0.021324922,0.00369055,4.03E-05,0.005859503,0.026045208,0.002433593,0.033062446,0.00314424,0.002946527,0.001491648,1.93E-05,3.24E-15,2.90E-05,3.24E-05,1.72E-05,9.67E-07,0,0.000119228,8.84E-08,-8.77E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.2423043,0.066180415,-0.19997113,0.049725847
2141,5.9467224,0,0.07252875,5.8741936,6.3197054,6.2764596,6.1796672,5.3242324,0.38718631,0.46824851,0.096792377,0.043245753,0.022099419,0.004044483,0.000155452,0.003544439,0.004772368,0.001503397,0.003681237,0.021315646,0.003693165,3.93E-05,0.005858135,0.026085305,0.002361571,0.032582332,0.003090593,0.002932195,0.001490365,1.82E-05,2.63E-15,2.66E-05,3.07E-05,0.000016226,0.0000009,0,0.000116599,8.33E-08,-8.91E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24226711,0.066157087,-0.19997113,0.049725847
2142,6.0240175,0,0.14625187,5.8777656,6.3233447,6.2807198,6.1838856,5.3282688,0.38703539,0.46858147,0.096834159,0.042624913,0.022125509,0.004048807,0.00015559,0.003530663,0.004771361,0.001502764,0.003681182,0.021306217,0.003695525,3.84E-05,0.00585654,0.026121617,0.002291524,0.032108332,0.003037765,0.002917906,0.001489081,1.72E-05,2.13E-15,2.43E-05,2.92E-05,1.53E-05,0.000000838,0,0.000114025,7.85E-08,-9.42E-07,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24222574,0.066131144,-0.19997113,0.049725847
2143,6.0618062,0,0.18119062,5.8806156,6.3262756,6.2842629,6.1873958,5.3316696,0.38685377,0.46887242,0.096867116,0.04201271,0.022148855,0.004052677,0.000155714,0.003516928,0.004769822,0.001502106,0.003681023,0.021296224,0.003697614,3.75E-05,0.005854538,0.026154147,0.002223332,0.031639938,0.002985697,0.002903648,0.001487794,1.63E-05,1.73E-15,2.23E-05,2.77E-05,1.44E-05,7.80E-07,0,0.0001115,7.39E-08,-1.03E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24217595,0.066099926,-0.19997113,0.049725847
2144,6.0735132,0,0.19056187,5.8829513,6.328697,6.2872874,6.190395,5.3346115,0.38666176,0.46912174,0.096892394,0.041409627,0.022169457,0.004056094,0.000155824,0.00350324,0.004768101,0.001501449,0.003680798,0.021286118,0.003699456,3.66E-05,0.005852384,0.026182895,0.002157017,0.031177526,0.002934427,0.002889433,0.001486506,1.54E-05,1.40E-15,2.04E-05,2.63E-05,1.36E-05,7.26E-07,0,0.000109028,6.97E-08,-1.09E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24212331,0.066066923,-0.19997113,0.049725847
2145,6.0590734,0,0.17415125,5.8849221,6.330751,6.289935,6.1930241,5.3372189,0.38647538,0.46932983,0.096910894,0.04081601,0.022187315,0.004059058,0.00015592,0.003489601,0.004766447,0.001500817,0.003680541,0.021276269,0.003701075,3.57E-05,0.005850275,0.026207863,0.002092594,0.030721399,0.002883986,0.002875274,0.001485218,1.45E-05,1.14E-15,0.000018696,2.49E-05,1.29E-05,6.76E-07,0,0.000106608,6.56E-08,-0.00000113,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24207221,0.066034886,-0.19997113,0.049725847
2146,6.01679,0,0.13018687,5.8866032,6.332507,6.2922749,6.1953516,5.3395473,0.38630724,0.46949709,0.096923329,0.040232105,0.022202429,0.004061568,0.000156002,0.003476013,0.004765043,0.001500228,0.00368028,0.021266983,0.003702491,3.49E-05,0.005848366,0.026229051,0.002030058,0.030271803,0.002834396,0.002861179,0.00148393,1.37E-05,9.23E-16,1.71E-05,2.37E-05,1.21E-05,6.30E-07,0,0.000104236,6.18E-08,-1.15E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.2420261,0.066005985,-0.19997113,0.049725847
2147,5.9741151,0,0.086078125,5.8880369,6.3340018,6.2943436,6.1974132,5.3416188,0.38617052,0.46962389,0.096930444,0.03965821,0.022214799,0.004063625,0.00015607,0.003462481,0.004764063,0.001499703,0.003680047,0.021258593,0.003703725,3.41E-05,0.005846813,0.026246461,0.001969409,0.029829012,0.002785683,0.00284716,0.001482645,1.30E-05,7.48E-16,1.57E-05,2.25E-05,1.15E-05,0.000000586,0,0.000101912,5.82E-08,-1.13E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.2419886,0.065982485,-0.19997113,0.049725847
2148,5.9484299,0,0.059268125,5.8891618,6.3351739,6.2960797,6.1991474,5.3433722,0.38606465,0.46971062,0.096932218,0.039094209,0.022224426,0.004065229,0.000156124,0.003449004,0.004763471,0.001499241,0.003679849,0.021251111,0.003704784,3.33E-05,0.005845609,0.026260094,0.0019106,0.029392994,0.00273784,0.00283322,0.001481361,1.23E-05,6.07E-16,1.44E-05,2.13E-05,1.08E-05,5.46E-07,0,9.96E-05,5.48E-08,-1.11E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24195956,0.065964289,-0.19997113,0.049725847
2149,5.9661767,0,0.076321079,5.8898557,6.335906,6.2973663,6.2004382,5.3447015,0.38597903,0.46975766,0.096928071,0.038539673,0.022231309,0.004066379,0.000156164,0.00343558,0.00476309,0.001498829,0.003679668,0.021244298,0.003705665,0.000032513,0.005844624,0.026269952,0.001853552,0.028963478,0.002690833,0.002819351,0.001480079,0.000011579,4.92E-16,1.32E-05,2.03E-05,1.02E-05,5.08E-07,0,9.74E-05,5.17E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24193607,0.065949571,-0.19997113,0.049725847
2150,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2151,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2152,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2153,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2154,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2155,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2156,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2157,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2158,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2159,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2160,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2161,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2162,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2163,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2164,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2165,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.004066841,0.000156181,0.003428881,0.004762934,0.001498634,0.00367958,0.021241034,0.00370606,3.21E-05,0.005844173,0.026273936,0.001825459,0.028750315,0.002667534,0.002812435,0.001479438,1.13E-05,4.41E-16,0.000012581,1.97E-05,9.92E-06,4.90E-07,0,9.63E-05,5.01E-08,-1.10E-06,0.000580289,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
