2142,4.2638703,0,0.14625187,4.1176184,4.5035696,4.4582517,4.3386529,3.6042426,0.3987491,0.33566122,0.11959878,0.045317948,0.012235307,0.003487962,0.000155396,0.003475791,0.004679399,0.001464215,0.007225486,0.048999527,0.015713678,2.08E-05,0.007317269,0.014823932,0.00261543,0.034171736,0.003268568,0.002979081,0.001494543,2.19E-05,1.05E-15,1.79E-05,2.80E-05,1.25E-05,9.33E-07,0,0.000125521,8.93E-08,1.52E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23851582,0.068144895,-0.23269732,0.045487324
2143,4.2976949,0,0.18119062,4.1165043,4.5024855,4.4577572,4.3381268,3.6036662,0.3986814,0.33577921,0.11963034,0.044728341,0.012248074,0.003491736,0.00015551,0.00346203,0.004678669,0.00146386,0.007221055,0.04899797,0.015729681,2.03E-05,0.007316437,0.014844999,0.002545347,0.033724112,0.003218254,0.002966016,0.001493384,2.08E-05,8.53E-16,1.63E-05,2.66E-05,1.18E-05,8.72E-07,0,0.000123025,8.43E-08,1.45E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23849744,0.068133255,-0.23269732,0.045487324
2144,4.3059034,0,0.19056187,4.1153415,4.5013598,4.457213,4.3375614,3.6030813,0.3985978,0.33588229,0.11965164,0.044146805,0.012259338,0.003495064,0.00015561,0.003448317,0.004677742,0.001463493,0.007216687,0.048993561,0.015743185,1.98E-05,0.007315357,0.01486346,0.002477,0.033281716,0.003168644,0.00295299,0.001492225,1.98E-05,6.90E-16,1.49E-05,2.52E-05,1.12E-05,8.14E-07,0,0.000120576,7.97E-08,0.000001396,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23847473,0.06811888,-0.23269732,0.045487324
2145,4.2884318,0,0.17415125,4.1142806,4.5003362,4.4567625,4.3370982,3.6026139,0.39851365,0.33597061,0.11966432,0.043573697,0.012269099,0.003497945,0.000155697,0.003434657,0.004676848,0.001463134,0.007212436,0.048987261,0.015754308,1.94E-05,0.007314264,0.014879315,0.002410413,0.032844853,0.003119769,0.002940013,0.001491065,1.88E-05,5.58E-16,1.37E-05,2.40E-05,1.05E-05,7.60E-07,0,0.000118174,7.53E-08,1.37E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23845187,0.068104412,-0.23269732,0.045487324
2146,4.2435709,0,0.13018687,4.113384,4.4994718,4.4564625,4.3367928,3.6023072,0.39844125,0.33604429,0.11966971,0.043009285,0.012277357,0.003500379,0.000155769,0.003421051,0.004676155,0.001462801,0.007208346,0.048979892,0.015763159,1.89E-05,0.007313341,0.014892564,0.002345593,0.032413771,0.003071652,0.002927094,0.001489907,1.79E-05,4.51E-16,1.25E-05,2.28E-05,9.92E-06,7.09E-07,0,0.000115815,7.12E-08,1.37E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.2384322,0.068091963,-0.23269732,0.045487324
2147,4.1987558,0,0.086078125,4.1126776,4.4987865,4.4563326,4.3366634,3.6021664,0.39839355,0.33610349,0.11966924,0.042453899,0.012284112,0.003502366,0.000155826,0.003407502,0.004675827,0.001462513,0.007204469,0.048972332,0.015769855,1.85E-05,0.007312779,0.01490321,0.002282552,0.031988761,0.003024324,0.002914244,0.001488751,1.70E-05,3.64E-16,1.14E-05,2.16E-05,0.000009351,6.62E-07,0,0.000113499,6.73E-08,1.39E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841925,0.068083762,-0.23269732,0.045487324
2148,4.1713446,0,0.059268125,4.1120764,4.4981958,4.4562884,4.3366253,3.602107,0.39836999,0.33614832,0.11966308,0.041907436,0.012289364,0.003503908,0.00015587,0.003394011,0.004675824,0.001462272,0.007200807,0.048964727,0.015774452,1.80E-05,0.007312565,0.014911252,0.002221249,0.031569792,0.002977777,0.002901465,0.001487597,1.61E-05,2.95E-16,1.05E-05,2.05E-05,8.82E-06,6.18E-07,0,0.000111233,6.36E-08,1.43E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841285,0.06807971,-0.23269732,0.045487324
2149,4.1877623,0,0.076321079,4.1114412,4.4975648,4.4561953,4.3365449,3.6020055,0.39836046,0.33617892,0.11965044,0.041369471,0.012293113,0.003505002,0.000155899,0.003380576,0.004675982,0.001462062,0.007197324,0.048956677,0.015776958,1.76E-05,0.007312547,0.014916691,0.002161608,0.03115659,0.002931977,0.002888751,0.001486444,1.53E-05,2.38E-16,9.56E-06,1.95E-05,8.32E-06,5.77E-07,0,0.000109013,6.01E-08,1.45E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23841026,0.068078072,-0.23269732,0.045487324
2150,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2151,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2152,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2153,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2154,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2155,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2156,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2157,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2158,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2159,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2160,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2161,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2162,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2163,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2164,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2165,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2166,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2167,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2168,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2169,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2170,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2171,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2172,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2173,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2174,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2175,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2176,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2177,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2178,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2179,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2180,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2181,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2182,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2183,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2184,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
